Moved to 700, 498 at time 1607794422976
Moved to 699, 497 at time 1607794422989
Moved to 698, 496 at time 1607794423047
Moved to 697, 495 at time 1607794423058
Moved to 696, 494 at time 1607794423071
Moved to 695, 493 at time 1607794423100
Moved to 694, 492 at time 1607794423112
Moved to 693, 491 at time 1607794423124
Moved to 692, 490 at time 1607794423140
Moved to 691, 489 at time 1607794423151
Moved to 690, 488 at time 1607794423162
Moved to 689, 487 at time 1607794423173
Moved to 688, 486 at time 1607794423190
Moved to 687, 485 at time 1607794423207
Moved to 686, 484 at time 1607794423223
Moved to 685, 483 at time 1607794423234
Moved to 684, 482 at time 1607794423245
Moved to 683, 481 at time 1607794423260
Moved to 682, 480 at time 1607794423281
Moved to 681, 479 at time 1607794423292
Moved to 680, 478 at time 1607794423305
Moved to 679, 477 at time 1607794423316
Moved to 678, 476 at time 1607794423327
Moved to 677, 475 at time 1607794423339
Moved to 676, 474 at time 1607794423350
Moved to 675, 473 at time 1607794423363
Moved to 674, 472 at time 1607794423374
Moved to 673, 471 at time 1607794423386
Moved to 672, 470 at time 1607794423399
Moved to 671, 469 at time 1607794423410
Moved to 670, 468 at time 1607794423422
Moved to 669, 467 at time 1607794423433
Moved to 668, 466 at time 1607794423444
Moved to 667, 465 at time 1607794423456
Moved to 666, 464 at time 1607794423467
Moved to 665, 463 at time 1607794423478
Moved to 664, 462 at time 1607794423489
Moved to 663, 461 at time 1607794423500
Moved to 662, 460 at time 1607794423511
Moved to 661, 459 at time 1607794423523
Moved to 660, 458 at time 1607794423534
Moved to 659, 457 at time 1607794423545
Moved to 658, 456 at time 1607794423556
Moved to 657, 455 at time 1607794423567
Moved to 656, 454 at time 1607794423578
Moved to 655, 453 at time 1607794423589
Moved to 654, 452 at time 1607794423600
Moved to 653, 451 at time 1607794423613
Moved to 652, 450 at time 1607794423624
Moved to 651, 449 at time 1607794423635
Moved to 650, 448 at time 1607794423646
Moved to 649, 447 at time 1607794423657
Moved to 648, 446 at time 1607794423668
Moved to 647, 445 at time 1607794423679
Moved to 646, 444 at time 1607794423690
Moved to 645, 443 at time 1607794423701
Moved to 644, 442 at time 1607794423712
Moved to 643, 441 at time 1607794423723
Moved to 642, 440 at time 1607794423734
Moved to 641, 439 at time 1607794423745
Moved to 640, 438 at time 1607794423756
Moved to 639, 437 at time 1607794423768
Moved to 638, 436 at time 1607794423780
Moved to 637, 435 at time 1607794423792
Moved to 636, 434 at time 1607794423804
Moved to 635, 433 at time 1607794423815
Moved to 634, 432 at time 1607794423826
Moved to 633, 431 at time 1607794423837
Moved to 632, 430 at time 1607794423848
Moved to 631, 429 at time 1607794423860
Moved to 630, 428 at time 1607794423872
Moved to 629, 427 at time 1607794423883
Moved to 628, 426 at time 1607794423894
Moved to 627, 425 at time 1607794423905
Moved to 626, 424 at time 1607794423916
Moved to 625, 423 at time 1607794423927
Moved to 624, 422 at time 1607794423941
Moved to 623, 421 at time 1607794423953
Moved to 622, 420 at time 1607794423965
Moved to 621, 419 at time 1607794423977
Moved to 620, 418 at time 1607794423990
Moved to 619, 417 at time 1607794424004
Moved to 618, 416 at time 1607794424015
Moved to 617, 415 at time 1607794424026
Moved to 616, 414 at time 1607794424037
Moved to 615, 413 at time 1607794424048
Moved to 614, 412 at time 1607794424059
Moved to 613, 411 at time 1607794424070
Got attacked at 613, 411 by Unit@6a27e262 at time 1607794424072
Moved to 612, 410 at time 1607794424083
Moved to 611, 409 at time 1607794424096
Moved to 610, 408 at time 1607794424107
Moved to 609, 407 at time 1607794424128
Moved to 608, 406 at time 1607794424139
Moved to 607, 405 at time 1607794424154
Moved to 606, 404 at time 1607794424165
Moved to 605, 403 at time 1607794424176
Moved to 604, 402 at time 1607794424187
Moved to 603, 401 at time 1607794424198
Moved to 602, 400 at time 1607794424211
Moved to 601, 399 at time 1607794424222
Moved to 600, 398 at time 1607794424234
Moved to 599, 397 at time 1607794424245
Moved to 598, 396 at time 1607794424266
Moved to 597, 395 at time 1607794424277
Moved to 596, 394 at time 1607794424289
Moved to 595, 393 at time 1607794424300
Moved to 594, 392 at time 1607794424314
Moved to 593, 391 at time 1607794424325
Moved to 592, 390 at time 1607794424336
Moved to 591, 389 at time 1607794424347
Moved to 590, 388 at time 1607794424358
Moved to 589, 387 at time 1607794424370
Moved to 588, 386 at time 1607794424381
Moved to 587, 385 at time 1607794424392
Moved to 586, 384 at time 1607794424403
Moved to 585, 383 at time 1607794424415
Moved to 584, 382 at time 1607794424426
Moved to 583, 381 at time 1607794424438
Moved to 582, 380 at time 1607794424449
Moved to 581, 379 at time 1607794424460
Moved to 580, 378 at time 1607794424472
Moved to 579, 377 at time 1607794424483
Moved to 578, 376 at time 1607794424494
Moved to 577, 375 at time 1607794424505
Moved to 576, 374 at time 1607794424516
Moved to 575, 373 at time 1607794424527
Moved to 574, 372 at time 1607794424539
Moved to 573, 371 at time 1607794424550
Moved to 572, 370 at time 1607794424561
Moved to 571, 369 at time 1607794424574
Moved to 570, 368 at time 1607794424587
Moved to 569, 367 at time 1607794424600
Moved to 568, 366 at time 1607794424611
Moved to 567, 365 at time 1607794424622
Moved to 566, 364 at time 1607794424633
Moved to 565, 363 at time 1607794424645
Moved to 564, 362 at time 1607794424656
Moved to 563, 361 at time 1607794424668
Moved to 562, 360 at time 1607794424679
Moved to 561, 359 at time 1607794424691
Moved to 560, 358 at time 1607794424703
Moved to 559, 357 at time 1607794424715
Moved to 558, 356 at time 1607794424728
Moved to 557, 355 at time 1607794424741
Moved to 556, 354 at time 1607794424752
Moved to 555, 353 at time 1607794424764
Moved to 554, 352 at time 1607794424776
Moved to 553, 351 at time 1607794424787
Moved to 552, 350 at time 1607794424800
Moved to 551, 349 at time 1607794424811
Moved to 550, 348 at time 1607794424822
Moved to 549, 347 at time 1607794424833
Moved to 548, 346 at time 1607794424844
Moved to 547, 345 at time 1607794424855
Moved to 546, 344 at time 1607794424866
Moved to 545, 343 at time 1607794424877
Moved to 544, 342 at time 1607794424889
Moved to 543, 341 at time 1607794424901
Moved to 542, 340 at time 1607794424912
Moved to 541, 339 at time 1607794424923
Moved to 540, 338 at time 1607794424934
Moved to 539, 337 at time 1607794424945
Moved to 538, 336 at time 1607794424956
Moved to 537, 335 at time 1607794424967
Moved to 536, 334 at time 1607794424978
Moved to 535, 333 at time 1607794424989
Moved to 534, 332 at time 1607794425000
Moved to 533, 331 at time 1607794425012
Moved to 532, 330 at time 1607794425023
Moved to 531, 329 at time 1607794425045
